Part Guid	Part Name	Assembly	Full Assembly Name	Drawing	Drawing Path	Stock Name	Material	Manufacturer	Finishes	Insulations	TCG	LCG	VCG	Length	Length with Green	Nest	Nest Drawing	Nominal Size	Weight	Article Number	Spool Name	Description	Area	Branch	Stock Type	System	SpoolGUID	PRIMARY AssemblyGUID
5593dbc1-fd11-48e8-b265-0312fc4cfc69	P-2541	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	534_U02_Dirty and waste oil	Units\\U02\\Piping\\534_U02_Dirty and waste oil.dwg	FLANGE-50x60,3-RSt 37-2	Steel RSt 37-2	MISC			1063	26542	1773	18	N/A	N/A	N/A	50 mm	2.47	N/A	N/A	N/A	N/A	534-DO02	N/A	534	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
55983a6a-521a-4ecd-a58b-bc634629d656	SSI-0206-P32-P02	P32	PROJECT/U02/0206/0206-ES03/0206-ES04/0206-ES06/P32	U02_L2500 PS	Units\\U02\\Structure\\LngBhd\\U02_L2500 PS.dwg	PL08	Steel Gr. A	ACME		N/A	2496	31072	3214	N/A	N/A	U02_PL08-NT003	U02_PL08	N/A	1.364	N/A	N/A	Stanchion Port	21715	N/A	N/A	N/A	NULL	9bc1a9b9-822b-4579-a088-efa32902a807
559d23e4-d0cf-4124-ae1d-f449b6c0952c	SSI-0207-G10-F03	G10	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/0207-ES04/G10	U02_L2500 SB	Units\\U02\\Structure\\LngBhd\\U02_L2500 SB.dwg	FB 50x 4	Steel Gr. A	ACME		N/A	-2496	36300	6585	573	573	FB  50x 4-002	N/A	N/A	0.894	N/A	N/A	Girder 2500 Stbd Fwd	28643	N/A	Flat Bar	N/A	NULL	3d650d6d-c2a2-478b-91da-f1feac1e1ef7
559ec6bd-2700-4191-b284-9f8f90685377	SSI-0101-P75-P01	P75	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES12/P75	U01_FR81	Units\\U01\\Structure\\Frame\\U01_FR81.dwg	PL11	Steel Gr. A	ACME		N/A	1525	48595	805	N/A	N/A	U01_PL11-NT002	U01_PL11	N/A	25.934	N/A	N/A	Outbd Bracket Fr.81 (P)	300323	N/A	N/A	N/A	NULL	a8af6a24-47a3-4c1a-a9cf-0bd245ba61c6
55b2c221-6b49-440f-9580-0820356b9c07	P-5095	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	ELBOW-90-2416.1-15,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	3725	44829	6542	74	N/A	N/A	N/A	12 mm	0.03	N/A	632-FH01-011	N/A	N/A	632-FH01	N/A	632	cb2944d9-f65c-4e8a-8561-b00121c120aa	21ded010-51d2-4718-967b-9b31beef1228
55bccfcc-401a-4591-a967-bf61516cf1f1	P-4722	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			-80	41145	6629	73	73	N/A	N/A	12 mm	0.028	N/A	632-FR01-012	N/A	N/A	632-FR01	N/A	632	8c338384-9de6-43fa-bf01-b0017225f38b	21ded010-51d2-4718-967b-9b31beef1228
55c9f7b3-5276-4ee6-bd62-4bc21c01e636	P-2317	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	PIPE-W-88,9x3,6-ST37.0	Steel St 37.0	MISC			-5305	34376	2514	56	56	N/A	N/A	80 mm	0.424	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
55cdc55f-bbd7-4f52-bfcb-fc0638e18855	SSI-0201-P50-P18	P50	PROJECT/U02/0201/0201-ES05/0201-ES02/P50	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	PL10	Steel Gr. A	ACME		N/A	-245	35506	313	N/A	N/A	N/A	N/A	N/A	3.613	N/A	N/A	Bhd Fr.59	46030	N/A	N/A	N/A	NULL	8f8f114f-50ce-45fc-8e93-f23c8ac0fdbd
55d7816d-b795-4c78-950b-1b29bc7f61e1	PEN-080-Pipe	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	Penetration	Penetration	PEN-42,4x2,6-L120-ST37.2	Steel galv	DEFAULT			4142	43651	6704	127	127	N/A	N/A	32 mm	0.324	N/A	N/A	N/A	N/A	PENETRATION	N/A	PENETRATION	NULL	dac3d286-ab37-4023-9a85-5cb778534578
55e1f80d-76c5-43fd-b6de-e14c1eb1f176	P-6846	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	550_U02_Exhaust system	Units\\U02\\Piping\\550_U02_Exhaust system.dwg	ELBOW-ONTOP-ADB 45-400	Stainless Steel 1.4404	ONTOP Abgastechnik Gmbh		37.5mm	4828	33546	5526	365	N/A	N/A	N/A	400 mm	6	N/A	N/A	N/A	N/A	550-EX02	N/A	550	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
55e42545-28a9-4a82-8223-e22fa83b2307	SPIRO-SAFE PIPE 100-005	Unspooled HVAC	PROJECT/U01/Unspooled HVAC	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	SPIRO-SAFE PIPE 100	Steel galv	MISC			866	47941	6458	275	275	N/A	N/A	N/A	0.413	N/A	N/A	N/A	N/A	EC1.2 / 152	N/A	611	NULL	f2b7e1a0-d71f-4a6b-b56f-0becf08faaaa
55e47f24-eed2-41ec-8460-81ecf374924b	P-1898	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	PIPE-W-33,7x2,0-St 37.0	Steel St 37.0	MISC			-275	27994	2354	570	570	N/A	N/A	25 mm	0.889	N/A	522-FO10-009	N/A	N/A	522-FO10	N/A	522	c9fb31c1-6d9c-4ae4-9b60-5da078d24e01	2433574f-8db7-42e8-9a6a-1fa541a15d2f
55e627c4-9644-498b-8096-b25445d6d14c	SSI--TEMPLATES-P38	TEMPLATES	PROJECT/U02/TEMPLATES	U02_SHELL_TEMPLATES	Units\\U02\\Structure\\Curved\\U02_SHELL_TEMPLATES.dwg	MDF	MDF MDF	ACME		N/A	-56592	34082	2	N/A	N/A	N/A	N/A	N/A	2.368	N/A	N/A	N/A	591900	N/A	N/A	N/A	NULL	5724e088-b61e-4ac1-89b1-c8b56ef7037a
55ebf472-a637-4d72-b9d5-c1f6c2a9cd21	SSI-0201-P51-S01	P51	PROJECT/U02/0201/0201-ES07/P51	U02_L2500 PS	Units\\U02\\Structure\\LngBhd\\U02_L2500 PS.dwg	HP120x7	Steel Gr. A	ACME		N/A	2564	27929	1495	430	430	HP120x7-033	N/A	N/A	2.754	N/A	N/A	Bottom Girder 2500 Port Aft	N/A	N/A	Bulb Flat	N/A	NULL	a7be6a35-c861-46aa-8b8d-f23c8ad7baa2
55f7fbe6-929a-4bf4-ae59-ee678617a165	P-13357	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-45-2226.1XL-76,1x2,0-VIEGA	Bronze Rg	VIEGA			5694	34207	6502	178	N/A	N/A	N/A	65 mm	0.76	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
560e1ee1-2e22-4c9a-9b4a-57d7dc06ffdd	COUPLING-MISC-D76.1-079	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	641_U01_Bilge and ballast	Units\\U01\\Piping\\641_U01_Bilge and ballast.dwg	COUPLING-MISC-D76.1	N/A	MISC			72	42265	648	N/A	N/A	N/A	N/A	N/A	1.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
560e2b4e-4027-4e94-ba7a-983de3d219b9	P-4071	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	632_U01_Sanitary fresh water TTD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TTD.dwg	ELBOW-90-SANPRESS-2316-D42,0-1.4401	Stainless Steel 1.4401	VIEGA		20mm	-2331	42813	3941	184	N/A	N/A	N/A	40 mm	0.329	N/A	N/A	N/A	N/A	632-FF01	N/A	632	NULL	dac3d286-ab37-4023-9a85-5cb778534578
560ea960-d83b-4ed1-9afe-524bdc8df355	P-11646	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	PIPE-53x1,5-STgalv-L2000-1-LORO-X	Steel galv	LOROWERK			4866	47082	6478	1591	1591	N/A	N/A	50 mm	3.182	N/A	N/A	N/A	N/A	672-GW01	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
56172217-80de-4753-8b45-6012a59a585f	P-306	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	534_U02_Dirty and waste oil	Units\\U02\\Piping\\534_U02_Dirty and waste oil.dwg	FLANGE-50x60,3-RSt 37-2	Steel RSt 37-2	MISC			2120	27019	2269	18	N/A	N/A	N/A	50 mm	2.47	N/A	N/A	N/A	N/A	534-DO01	N/A	534	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
561789da-34c1-48ca-a3e6-08e2f8f3fc09	DIFFUSER F 300x300	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	DIFFUSER F 300x300	N/A	N/A			2061	47718	6405	N/A	N/A	N/A	N/A	N/A	2.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
56184530-49f2-4944-8966-f44a2a4f9e6c	SSI-0207-G10-F03	G10	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/0207-ES04/G10	U02_L2500 SB	Units\\U02\\Structure\\LngBhd\\U02_L2500 SB.dwg	FB 50x 4	Steel Gr. A	ACME		N/A	-2497	37500	6415	573	573	FB  50x 4-001	N/A	N/A	0.894	N/A	N/A	Girder 2500 Stbd Fwd	28643	N/A	Flat Bar	N/A	NULL	3d650d6d-c2a2-478b-91da-f1feac1e1ef7
561cc65f-dbe7-49f1-9d6e-a520f86eb5fc	SSI-0105-P11-F01	P11	PROJECT/U01/0105/0105-ES06/0105-ES05/0105-ES04/P11	U01_FR65	Units\\U01\\Structure\\Frame\\U01_FR65.dwg	FB 100x10	Steel Gr. A	ACME		N/A	-6334	38996	5405	2627	2627	FB 100X10-015	N/A	N/A	20.289	N/A	N/A	Web Fr.65 (S)	262703	N/A	Flat Bar	N/A	NULL	6bf0e472-de2b-453b-bf97-8dec1bd9c3d7
561e1d32-2f7e-4349-b211-54c3d9062fe5	P-5306	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	PIPE-W-114,3x3,6-ST37.0	Steel St 37.0	MISC		20mm	3424	31098	6118	100	100	N/A	N/A	100 mm	0.979	N/A	N/A	N/A	N/A	CR01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
5637be1b-f285-42b7-b19f-d8d401e3c5bc	SSI-0106-P24-P02	P24	PROJECT/U01/0106/0106-ES10/0106-ES09/P24	U01_FR83	Units\\U01\\Structure\\Frame\\U01_FR83.dwg	PL09	Steel Gr. A	ACME		N/A	-12	49796	3054	N/A	N/A	U01_PL09-NT008	U01_PL09	N/A	897.418	N/A	N/A	Bhd Fr.83	12702312	N/A	N/A	N/A	NULL	c58485ee-b5e8-4bf1-be8f-94a21bde8f42
563cddef-acd9-4509-9ef8-ff86fdc054ec	SSI-0201-P01-S14	0201-ES02	PROJECT/U02/0201/0201-ES05/0201-ES02	U02_TT 1800	Units\\U02\\Structure\\Deck\\U02_TT 1800.dwg	HP120x7	Steel Gr. A	ACME		N/A	0	30605	1733	1444	1444	HP120x7-022	N/A	N/A	10.438	N/A	N/A	N/A	N/A	N/A	Bulb Flat	N/A	NULL	2c193c10-e561-4ce5-800b-ba7590276c04
56433194-e40f-4b33-8510-9f95f152e827	SSI-0101-P41-P01	P41	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES10/P41	U01_FR82	Units\\U01\\Structure\\Frame\\U01_FR82.dwg	PL11	Steel Gr. A	ACME		N/A	596	49195	411	N/A	N/A	U01_PL11-NT002	U01_PL11	N/A	73.685	N/A	N/A	Floor Fr.82 (P)	853330	N/A	N/A	N/A	NULL	e87083ce-1b50-4881-8a8d-e3e51fd076b2
564c45bc-025a-46a8-8ea5-ab6a8d2ebc47	SSI-0105-P03-P05	P03	PROJECT/U01/0105/0105-ES06/0105-ES05/0105-ES04/P03	U01_FR74	Units\\U01\\Structure\\Frame\\U01_FR74.dwg	PL10	Steel Gr. A	ACME		N/A	-6354	44476	6486	N/A	N/A	U01_PL10-NT001	U01_PL10	N/A	1.341	N/A	N/A	Web FR.74 (S)	17088	N/A	N/A	N/A	NULL	74cf02e3-0e03-4e21-bbbc-8e522040bd00
564d0659-7789-42f1-9ed1-3e7b2b21c811	P-13156	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-35,0x1,5-WICU	Copper Cu	MISC			-5781	35125	4889	109	109	N/A	N/A	32 mm	0.152	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
564e42bb-f073-485f-b650-b21a484aef9f	TRAY-C-U01-0086	Unassigned Cable Supports	PROJECT/U01/Unassigned Cable Supports	U01 - Wireway -Part1	Units\\U01\\Electrical\\Wireway\\U01 - Wireway -Part1.dwg	9P-55009-22SH+18	N/A	N/A	N/A	N/A	-234	45291	6248	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray Support	N/A	NULL	6bfd6716-b72a-402d-926f-d8bb9b3445bb
5651a15e-db84-4185-9b12-08988ec2bec3	P-3249	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	RED-SANPRESS-2315.1-54x42-1.4401	Stainless Steel 1.4401	VIEGA		20mm	4806	34766	2444	103	N/A	N/A	N/A	50 mm - 40 mm	0.175	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56536f04-77b3-4039-89e3-66e998c61535	P-12267	Unassigned Pipe	PROJECT/U02/Unassigned Pipe	295_U02_Supper system	Units\\U02\\Piping\\295_U02_Supper system.dwg	PEN-139,7x4,0-L160-ST37.2	Steel galv	DEFAULT			6735	37350	6700	160	160	N/A	N/A	125 mm	2.142	N/A	N/A	N/A	N/A	Deck penetrations MD	N/A	PENETRATIONS	NULL	e6191842-d6c2-4843-924a-0d2d26e7b927
5658c19b-cd8d-4a9b-bf37-6d0acfca9f3b	SSI-0205-P10-S02	P10	PROJECT/U02/0205/0205-ES05/P01/P10	U02_FENDER	Units\\U02\\Structure\\Curved\\U02_FENDER.dwg	FB 120x10	Steel Gr. A	ACME		N/A	-7018	36274	6565	4650	4650	FB 120X10-003	N/A	N/A	43.799	N/A	N/A	Fender Stbd	557949	N/A	Flat Bar	N/A	NULL	4f7955c0-bb5c-4483-bd0c-f23d3a0405fa
5661282e-dc0c-402e-a595-d3d804953b52	P-13091	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-90-2416-15,0x1,0-VIEGA	Copper Cu	VIEGA			-3144	28328	6469	72	N/A	N/A	N/A	12 mm	0.03	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
566a6cff-bf63-42a4-ad06-deb673923793	COUPLING-MISC-D60,3-111	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	122_U02_Vent filling and sounding pipes	Units\\U02\\Piping\\122_U02_Vent filling and sounding pipes.dwg	COUPLING-MISC-D60.3	N/A	MISC			6850	37040	6905	N/A	N/A	N/A	N/A	N/A	0.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
566b6e73-ec58-464b-b36e-75b1a0af149f	SSI-0205-P02-P04	P02	PROJECT/U02/0205/0205-ES05/0205-ES04/0205-ES02/0205-ES01/P02	U02_FR48	Units\\U02\\Structure\\Frame\\U02_FR48.dwg	PL10	Steel Gr. A	ACME		N/A	-6906	28885	6456	N/A	N/A	N/A	N/A	N/A	1.207	N/A	N/A	Main Deck Stbd	15380	N/A	N/A	N/A	NULL	cb0b6ca9-13a8-416e-83c2-f20312591517
5674d576-a81c-4d6f-be22-45f2c91b7834	P-1444	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	672_U02_Black and grey water TTD	Units\\U02\\Piping\\672_U02_Black and grey water TTD.dwg	PIPE-57x2,0-1.4571	Stainless Steel 1.4571	MISC			2059	35007	3907	1063	1063	N/A	N/A	50 mm	2.88	N/A	N/A	N/A	N/A	672-GW05	N/A	672	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
5677a374-57ac-4789-b98c-b4ac1ea63a90	P-5606	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TTD	Units\\U01\\Piping\\672_U01_Black and grey water TTD.dwg	PIPE-76,1x2,0-1,4571	Stainless Steel 1.4571	MISC			919	40046	2896	218	218	N/A	N/A	65 mm	0.797	N/A	N/A	N/A	N/A	672-GW05	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
567805c0-470a-4445-b168-307cedcd9992	P-6305	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	550_U02_Exhaust system	Units\\U02\\Piping\\550_U02_Exhaust system.dwg	PIPE-ONTOP-AD-300-400	Stainless Steel 1.4404	ONTOP Abgastechnik Gmbh		37.5mm	4810	33069	5526	335	N/A	N/A	N/A	400 mm	6.06	N/A	N/A	N/A	N/A	550-EX02	N/A	550	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
567abe73-9bc2-415f-8f8f-0b3a234efbf2	SSI-0201-G37-F01	G37	PROJECT/U02/0201/0201-ES09/G37	U02_FR55	Units\\U02\\Structure\\Frame\\U02_FR55.dwg	FB 150x12	Steel Gr. A	ACME		N/A	-4089	32994	1054	3074	3074	FB 150x12-007	N/A	N/A	42.849	N/A	N/A	Bottom Floor Fr.55 Stbd O'bd	461150	N/A	Flat Bar	N/A	NULL	87fdafc5-ec71-49b3-8429-f23adc5a9e2a
567b35e0-0c68-4b5b-a57e-7103ee161880	P-6303	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-28,0x1,5-WICU	Copper Cu	MISC			-3482	35049	6251	1472	1472	N/A	N/A	25 mm	1.634	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56871b5d-41ce-47d9-889f-8f00c644c723	P-4634	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	PIPE-53x1,5-STgalv-L1000-1-LORO-X	Steel galv	LOROWERK			5928	39111	6504	670	670	N/A	N/A	50 mm	1.339	N/A	N/A	N/A	N/A	672-BW01	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
568761e2-b2d1-45e1-91f3-6ce6eeded151	SSI-0101-P10-S05	P10	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES02/P10	U01_FR66	Units\\U01\\Structure\\Frame\\U01_FR66.dwg	FB 100x10	Steel Gr. A	ACME		N/A	-945	39651	455	390	390	FB 100X10-027	N/A	N/A	2.951	N/A	N/A	Floor Fr.66 (S)	39000	N/A	Flat Bar	N/A	NULL	534a8f65-1d26-441f-84a8-972a357277d5
56930a51-21c3-4640-bd27-d389eb7d1d2e	SSI-0101-P25-P06	P25	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/P25	U01_FR74	Units\\U01\\Structure\\Frame\\U01_FR74.dwg	PL08	Steel Gr. A	ACME		N/A	-504	44136	1306	N/A	N/A	U01_PL08-NT009	U01_PL08	N/A	5.132	N/A	N/A	Bhd Fr.74 	81722	N/A	N/A	N/A	NULL	a03f1d84-e5f7-4f74-943c-c47efbefbcc9
56948fc9-f0ca-412b-b514-51e86d4ffebf	SSI-0105-P01-S15	P01	PROJECT/U01/0105/0105-ES06/0105-ES05/P01	U01_FR72	Units\\U01\\Structure\\Frame\\U01_FR72.dwg	HP140x8	Steel Gr. A	ACME		N/A	-6069	43206	5380	2628	2628	HP140x8-037	N/A	N/A	27.571	N/A	N/A	Shell	N/A	N/A	Bulb Flat	N/A	NULL	90f5d28d-f309-4d68-b08c-00c554e8fbc6
56991620-d8a7-4daa-abab-67eb7001823e	DUCT 200x100-100	Unspooled HVAC	PROJECT/U01/Unspooled HVAC	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	DUCT 200x100	Steel galv	MISC			-3809	45841	6488	314	314	N/A	N/A	N/A	1.601	N/A	N/A	N/A	N/A	AC1 / 101	N/A	612	NULL	f2b7e1a0-d71f-4a6b-b56f-0becf08faaaa
56abb191-d732-42b1-9f6f-cde62e2e6438	P-12386	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-90-2416-15,0x1,0-VIEGA	Copper Cu	VIEGA			3211	38001	6585	72	N/A	N/A	N/A	12 mm	0.03	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56b9d31a-f35a-4959-817f-a24a9da7f0f3	P-713	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	RED-88,9x3,2-76,1x2,9-St 37.0	Steel St 37.0	MISC			534	38550	1769	90	N/A	N/A	N/A	80 mm - 65 mm	0.55	N/A	N/A	N/A	N/A	641-BL04	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56ba1d49-63a6-40cb-b277-3a58a1afba2e	SPIRO-SAFE PIPE 100-034	Unspooled HVAC	PROJECT/U01/Unspooled HVAC	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	SPIRO-SAFE PIPE 100	Steel galv	MISC			-110	47704	6579	489	489	N/A	N/A	N/A	0.734	N/A	N/A	N/A	N/A	EC1.2 / 152	N/A	611	NULL	f2b7e1a0-d71f-4a6b-b56f-0becf08faaaa
56bd2918-f97c-47fb-98dd-17563bdfdb0c	P-12334	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	PIPE-W-114,3x3,6-ST37.0	Steel St 37.0	MISC		20mm	5514	34551	6270	214	214	N/A	N/A	100 mm	2.107	N/A	N/A	N/A	N/A	CS01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56cc25bd-3f98-4f0c-bf54-9b38258c4b53	SSI-0101-P15-P01	P15	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES01/P15	U01_FR69	Units\\U01\\Structure\\Frame\\U01_FR69.dwg	PL11	Steel Gr. A	ACME		N/A	1551	41395	759	N/A	N/A	U01_PL11-NT003	U01_PL11	N/A	141.653	N/A	N/A	Floor Fr.69 (P)	1640456	N/A	N/A	N/A	NULL	a5fb898c-dacc-40ba-aca8-cdf711e43333
56d2d3a3-3a1d-4cc5-b51c-837789ac6b97	PEN-065-Plate	P19	PROJECT/U02/0206/0206-ES01/0206-ES02/P19	Penetration	Penetration	PL09	Steel Gr. A	ACME		N/A	2201	35386	3419	N/A	N/A	N/A	N/A	N/A	6.878	N/A	N/A	Bhd Fr.59 Center	97353	N/A	N/A	N/A	NULL	bd713dcb-bf53-43ba-b001-ce030c3bbf4e
56d6f636-e88b-4c88-8e1c-74d3e20b6dbf	SSI-0107-P04-S03	P04	PROJECT/U01/0107/0107-ES06/0107-ES05/0107-ES04/P04	U01_L1500 SB	Units\\U01\\Structure\\LngBhd\\U01_L1500 SB.dwg	HP100x7	Steel Gr. A	ACME		N/A	-1434	42605	6402	367	367	HP100x7-100	N/A	N/A	2.447	N/A	N/A	Bhd 1500 (S)	N/A	N/A	Bulb Flat	N/A	NULL	7a4bb15e-51ea-4539-b60e-6cc8d39f26ac
56eeb9db-e1d9-4f3e-bb31-d37ec2b2f289	TRAY-C-U01-0016	Unassigned Cable Supports	PROJECT/U01/Unassigned Cable Supports	U01 - Wireway -Part1	Units\\U01\\Electrical\\Wireway\\U01 - Wireway -Part1.dwg	5P-09-90HB12	N/A	N/A	N/A	N/A	-4390	42720	6380	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray	N/A	NULL	6bfd6716-b72a-402d-926f-d8bb9b3445bb
56f87bfb-1d40-44d1-b804-a59e6a055c9c	P-6193	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-90-2416-15,0x1,0-VIEGA	Copper Cu	VIEGA			-4014	28241	6480	72	N/A	N/A	N/A	12 mm	0.03	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
56fba7d6-fc2f-4efa-8885-9c68b70445f4	SSI-0101-P57-F01	P57	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES04/P57	U01_FR71	Units\\U01\\Structure\\Frame\\U01_FR71.dwg	FB 150x12	Steel Gr. A	ACME		N/A	3194	42594	1418	1405	1405	FB 150x12-031	N/A	N/A	18.682	N/A	N/A	Outbd Bracket Fr.71 (P)	210795	N/A	Flat Bar	N/A	NULL	b2cf740f-82ac-42b8-82e9-afda34eb42bb
5702b930-a878-4c83-97b9-5b7d4a0a7080	K6-10-7	P01	PROJECT/U02/0206/0206-ES03/P01	U02_FR48	Units\\U02\\Structure\\Frame\\U02_FR48.dwg	PL07	Steel Gr. A	ACME		N/A	-1428	28804	3437	N/A	N/A	U02_PL07-NT002	U02_PL07	N/A	0.97	N/A	N/A	Tween Deck CL Aft	17650	N/A	N/A	N/A	NULL	07df9b50-83b7-487d-b722-f1ecb05ad783
5711e8dd-54b2-4506-92a3-71d1a9acde4e	P-9913	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	672_U02_Black and grey water TTD	Units\\U02\\Piping\\672_U02_Black and grey water TTD.dwg	PIPE-102x2,0-STgalv-L750-1-LORO-X	Steel galv	LOROWERK			-1810	36456	3843	596	596	N/A	N/A	100 mm	2.922	N/A	N/A	N/A	N/A	672-GW03	N/A	672	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
